"","990
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"ITALIAN
508","Dept. Total","671","3.333","34.6","25.2","20.3","8.8","4.8","1.3","0.7","2.4","0.1",".",".","0.3","1.2",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","94","3.209","22.3","36.2","19.1","12.8","7.4","1.1","1.1",".",".",".",".",".",".",".",".","."
"Sophomore","","168","3.427","36.3","26.8","25.6","8.3","1.8","0.6",".","0.6",".",".",".",".",".",".",".","."
"Junior","","158","3.268","32.3","24.7","21.5","7.6","7.6","2.5","0.6","1.9","0.6",".",".",".",".",".","0.6","."
"Senior","","158","3.212","30.4","21.5","22.2","12.7","6.3","1.3","1.9","3.8",".",".",".",".",".",".",".","."
"Undergraduates","","578","3.291","31.3","26.3","22.5","10.0","5.5","1.4","0.9","1.7","0.2",".",".",".",".",".","0.2","."
"Special","","13","3.549","53.8","30.8",".",".",".","7.7",".","7.7",".",".",".",".",".",".",".","."
"Graduate","","78","3.794","55.1","16.7","6.4","1.3",".",".",".","6.4",".",".",".","2.6","10.3",".","1.3","."
"Prof Yr 3","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","671","3.333","34.6","25.2","20.3","8.8","4.8","1.3","0.7","2.4","0.1",".",".","0.3","1.2",".","0.3","."
