"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9054","3.320","35.4","22.9","24.2","6.4","7.2","1.1","0.6","1.6","0.0","0.3",".","0.0","0.1","0.1","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","41","2.921","22.0","12.2","26.8","2.4","24.4","4.9",".",".",".","7.3",".",".",".",".",".","."
"Sophomore","","436","2.960","23.9","13.1","33.5","6.7","15.6","3.2","2.5",".",".","1.4",".",".",".","0.2",".","."
"Junior","","2522","3.206","28.9","21.5","30.2","7.7","8.9","1.3","1.0","0.3",".","0.2",".",".",".","0.1",".","."
"Senior","","3723","3.269","31.6","22.3","24.6","8.2","8.6","1.4","0.5","2.2","0.0","0.3",".",".","0.0","0.1","0.0","0.0"
"Undergraduates","","6722","3.224","30.1","21.3","27.3","7.8","9.3","1.5","0.8","1.3","0.0","0.3",".",".","0.0","0.1","0.0","0.0"
"Special","","174","3.343","36.8","21.3","22.4","5.2","8.0","0.6",".","3.4",".",".",".",".","1.1","1.1",".","."
"Graduate","","2114","3.659","52.3","27.9","14.6","1.7","0.7",".","0.1","2.4",".",".",".","0.0","0.0","0.2",".","0.1"
"Prof Yr 1","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","11","3.625","45.5","27.3","18.2",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Prof Yr 3","","30","3.414","36.7","20.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","3.3"
"Professionals","","44","3.496","40.9","22.7","22.7","9.1",".",".",".",".",".",".",".",".","2.3",".",".","2.3"
"","College Total","9054","3.320","35.4","22.9","24.2","6.4","7.2","1.1","0.6","1.6","0.0","0.3",".","0.0","0.1","0.1","0.0","0.0"
