"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"450
Design&Dynamics of Vehicles","001","","26","3.300","23.1","38.5","19.2","11.5",".","3.8",".","3.8",".",".",".",".",".",".",".","."
"461
Thermal Systems Modeling","001","","14","3.321","35.7","14.3","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"466
Air Pollutn-Measure&Control","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"476
Engr Princpl Off-Road Vehicles","001","","15","3.357","20.0","26.7","46.7",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"489
Honors in Research","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","6","3.531","50.0",".","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"491","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","18","3.823","77.8","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"492","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"508","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"508","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"508","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Composite Materials","Course Total","","11","3.650","45.5","27.3","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"520
2-Phase Flow & Heat Transfr","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Fluid Power","001","","15","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","18","3.472","38.9","33.3","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","40","3.526","25.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".","5.0","."
"572
Intermediate Gas Dynamics","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"573
Computational Fluid Dynamcs","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","47","3.521","29.8","44.7","25.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","002","","16","3.219","18.8","25.0","43.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","63","3.444","27.0","39.7","30.2","1.6","1.6",".",".",".",".",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","10","3.833","70.0",".","10.0","10.0",".",".",".",".",".",".",".","10.0",".",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
