"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","610","3.107","30.5","11.5","31.8","7.7","10.7","2.3","1.6","3.4","0.2",".","",".","",".","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","2.905","19.5","8.8","42.5","9.7","15.0","2.7","1.8",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","253","3.226","34.4","13.0","34.8","6.7","8.3","1.6","1.2",".",".",".","",".","",".","",".",".",".","."
"Junior","","106","3.040","31.1","13.2","28.3","10.4","10.4","2.8","3.8",".",".",".","",".","",".","",".",".",".","."
"Senior","","79","2.963","26.6","8.9","26.6","10.1","19.0","5.1","1.3","1.3","1.3",".","",".","",".","",".",".",".","."
"Undergraduates","","551","3.089","29.6","11.6","33.9","8.5","11.6","2.5","1.8","0.2","0.2",".","",".","",".","",".",".",".","."
"Special","","5","3.000","40.0",".",".",".","20.0",".",".",".",".",".","",".","",".","",".","20.0","20.0","."
"Graduate","","55","3.590","40.0","10.9","12.7",".",".",".",".","36.4",".",".","",".","",".","",".",".",".","."
"","Dept. Total","611","3.107","30.6","11.5","31.8","7.7","10.6","2.3","1.6","3.4","0.2",".","",".","",".","",".","0.2","0.2","."
