"TERM : 1044","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2003-2004","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","",""
"TRANSPORTATION AND PUBLIC Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Public Utilities","325
001
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Energy Economics","671
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Public Utilities","725
001
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"TRAN P U
243","6
Dept. Total","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Senior","2","3.250","50.0",".",".","50.0",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","2","3.250","50.0",".",".","50.0",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","4","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
6","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 02, 2013","","","","","","","","","","","","","","","","Page 69 of 396"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
