"Special Topics","375
002","","18","3.667","66.7","16.7","5.6","5.6","5.6",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","875
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","875
002","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Topics","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"INTER-AG
494","Dept. Total","","48","3.565","29.2","10.4","2.1","4.2","2.1","",".","",".","",".","",".","52.1","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","18","3.714","22.2","11.1","5.6",".",".","",".","",".","",".","",".","61.1","",".","",".","",".",".",".","."
"Sophomore","","","24","3.636","33.3","4.2",".","4.2","4.2","",".","",".","",".","",".","54.2","",".","",".","",".",".",".","."
"Junior","","","1","",".",".",".",".",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Senior","","","3","3.167",".","66.7",".","33.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","46","3.500","26.1","10.9","2.2","4.3","2.2","",".","",".","",".","",".","54.3","",".","",".","",".",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","48","3.565","29.2","10.4","2.1","4.2","2.1","",".","",".","",".","",".","52.1","",".","",".","",".",".",".","."
