"","890
004","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
014","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"LATIN
524","Dept. Total","135","3.246","41.5","23.7","9.6","6.7","6.7","4.4","3.0","3.7","",".",".","",".","",".","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.932","36.4","18.2",".","22.7","9.1","9.1","4.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","29","3.187","48.3","20.7","10.3","3.4","3.4","6.9","6.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","29","3.232","34.5","27.6","13.8","6.9","13.8","3.4",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","31","3.364","41.9","29.0","12.9","3.2","3.2","3.2","3.2",".","",".",".","",".","",".","",".",".","3.2","."
"Undergraduates","","111","3.192","40.5","24.3","9.9","8.1","7.2","5.4","3.6",".","",".",".","",".","",".","",".",".","0.9","."
"Special","","5","2.900",".","40.0",".",".","20.0",".",".","40.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","19","3.786","57.9","15.8","10.5",".",".",".",".","15.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","135","3.246","41.5","23.7","9.6","6.7","6.7","4.4","3.0","3.7","",".",".","",".","",".","",".",".","0.7","."
