"","991
001","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","991
004","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","991
010","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Linguistc&Germanic Philolgy","Course Total","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9","",".",".",".","."
"GERMAN
424","Dept. Total","796","3.569","49.7","21.0","18.1","2.0","3.1","0.3","0.5","4.3","0.1","0.1",".","0.5","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.510","42.2","28.9","23.3","2.2","2.2",".","1.1",".",".",".",".",".","",".",".",".","."
"Sophomore","","198","3.512","44.9","28.8","18.2","3.5","3.0","0.5","1.0",".",".",".",".",".","",".",".",".","."
"Junior","","177","3.558","48.0","24.9","20.3","1.1","4.0","0.6",".","1.1",".",".",".",".","",".",".",".","."
"Senior","","190","3.535","51.1","15.8","22.1","2.1","4.7",".","0.5","2.1",".","0.5",".",".","",".",".","1.1","."
"Undergraduates","","655","3.530","47.2","24.0","20.6","2.3","3.7","0.3","0.6","0.9",".","0.2",".",".","",".",".","0.3","."
"Special","","19","3.648","63.2","10.5","5.3","5.3","5.3",".",".","10.5",".",".",".",".","",".",".",".","."
"Graduate","","122","3.869","61.5","6.6","6.6",".",".",".",".","21.3","0.8",".",".","3.3","",".",".",".","."
"","Dept. Total","796","3.569","49.7","21.0","18.1","2.0","3.1","0.3","0.5","4.3","0.1","0.1",".","0.5","",".",".","0.3","."
