"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
015","18","3.167","22.2","11.1","55.6",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","226
016","20","3.225","15.0","20.0","60.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","017
226","22","3.353","27.3","9.1","36.4",".","4.5",".",".","22.7",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","324","3.360","31.8","22.5","33.6","3.4","4.6","0.9",".","3.1",".",".",".",".",".",".",".","."
"Chicano Lit in Spanish","240
001","22","3.182","36.4","18.2","27.3",".","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","20","3.487","35.0","30.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
001","17","3.647","52.9","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
311","21","3.071","14.3","19.0","42.9","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"","003
311","19","3.368","26.3","21.1","52.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","20","3.475","30.0","40.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","006
311","19","3.500","26.3","47.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.225","15.0","50.0","20.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","311
008","20","3.500","55.0","10.0","20.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","311
009","17","3.344","29.4","35.3","11.8","5.9","11.8",".",".","5.9",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","168","3.440","36.9","28.0","25.6","4.8","3.6","0.6",".","0.6",".",".",".",".",".",".",".","."
"","319
001","25","3.771","80.0","4.0","4.0",".","8.0",".",".","4.0",".",".",".",".",".",".",".","."
"","319
002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","45","3.821","88.9","2.2","2.2",".","4.4",".",".","2.2",".",".",".",".",".",".",".","."
"","320
001","23","3.283","34.8","21.7","30.4","8.7",".",".","4.3",".",".",".",".",".",".",".",".","."
"","320
002","24","3.604","62.5","12.5","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","320
003","23","3.152","39.1","13.0","21.7","8.7","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","70","3.350","45.7","15.7","21.4","8.6","5.7",".","2.9",".",".",".",".",".",".",".",".","."
"","322
001","26","3.577","46.2","30.8","19.2",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","322
002","30","3.100","40.0","20.0","6.7","13.3","10.0","6.7","3.3",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","56","3.321","42.9","25.0","12.5","7.1","7.1","3.6","1.8",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","001
324","38","3.026","15.8","21.1","39.5","10.5","7.9","5.3",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","001
325","23","3.727","65.2","17.4","8.7",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","326
001","26","3.404","34.6","23.1","34.6","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","327
001","24","3.208","41.7","8.3","29.2","8.3","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"","327
002","20","3.100","30.0","10.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","44","3.159","36.4","9.1","29.5","9.1","11.4","4.5",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","28","3.684","46.4","35.7","14.3",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Literatura del Siglo de Oro","417
001","23","3.268","30.4","39.1","17.4","4.3",".","4.3","4.3",".",".",".",".",".",".",".",".","."
"Lit-Twentieth Century","453
001","23","3.391","43.5","13.0","30.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Lit","456
000A","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Literatura Hispanoamericana","460
001","23","3.500","39.1","30.4","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Lit&Film in Spanish America","465
001","20","3.460","45.0","15.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","468
000A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","468
001","26","3.662","50.0","26.9","19.2",".",".",".",".",".",".",".",".",".",".",".","3.8","."
"Topics in Hispanic Culture","Course Total","28","3.500","46.4","25.0","21.4",".",".",".","3.6",".",".",".",".",".",".",".","3.6","."
"","502
001","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 303 of 396",""
