"TERM : 1044","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2003-2004","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","270","3.617","45.6","30.7","10.0","4.1","1.1","0.4","",".","5.9","",".",".","",".","0.7","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","28","3.362","35.7","25.0","14.3","21.4","3.6",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","52","3.474","30.8","34.6","13.5","7.7",".","1.9","",".","11.5","",".",".","",".",".",".",".",".","."
"Undergraduates","","84","3.449","33.3","32.1","13.1","11.9","1.2","1.2","",".","7.1","",".",".","",".",".",".",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","182","3.713","51.6","30.8","7.7","0.5","1.1",".","",".","5.5","",".",".","",".","1.1","1.6",".",".","."
"Prof Yr 3","","2","3.000",".",".","50.0",".",".",".","",".",".","",".",".","",".",".","50.0",".",".","."
"Professionals","","2","3.000",".",".","50.0",".",".",".","",".",".","",".",".","",".",".","50.0",".",".","."
"","Dept. Total","270","3.617","45.6","30.7","10.0","4.1","1.1","0.4","",".","5.9","",".",".","",".","0.7","1.5",".",".","."
