"Mass Media and Youth","616
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Hlth Communication-Info Age","617
001","8","3.813","62.5","37.5",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Independent Study","699
035","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","124","3.547","44.4","25.8","12.9","7.3","0.8","",".","0.8","",".","",".","8.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.367","60.0","13.3","6.7","6.7","6.7","",".","6.7","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","11","3.727","45.5","54.5",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","28","3.692","57.1","21.4","7.1","7.1",".","",".",".","",".","",".","7.1","",".","",".","",".",".",".","."
"Senior","","66","3.462","31.8","27.3","19.7","9.1",".","",".",".","",".","",".","12.1","",".","",".","",".",".",".","."
"Undergraduates","","120","3.530","42.5","26.7","13.3","7.5","0.8","",".","0.8","",".","",".","8.3","",".","",".","",".",".",".","."
"Graduate","","4","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","124","3.547","44.4","25.8","12.9","7.3","0.8","",".","0.8","",".","",".","8.1","",".","",".","",".",".",".","."
