"","990
065","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
079","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","10","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"Advanced Independent Study","999
079","1","***","","","","","","","","","",".",".",".",".",".",".","."
"S&A PHM
732","Dept. Total","495","3.363","38.6","22.6","20.2","12.7","2.8","0.4","0.2","2.0",".",".",".","0.2","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","",""
"Junior","","8","3.690","75.0",".","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","17","3.436","58.8","17.6","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"Undergraduates","","25","3.525","64.0","12.0","12.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"Graduate","","25","3.957","48.0","4.0",".",".",".",".",".","40.0",".",".",".","4.0","4.0",".",".","."
"Prof Yr 1","","151","3.064","19.2","25.2","21.2","24.5","9.3","0.7",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","130","3.272","16.9","34.6","34.6","13.8",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","157","3.734","69.4","14.0","12.1","3.8",".","0.6",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","7","3.667","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","445","3.334","36.6","24.3","21.8","13.7","3.1","0.4",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","495","3.363","38.6","22.6","20.2","12.7","2.8","0.4","0.2","2.0",".",".",".","0.2","0.2",".",".","."
