"","","Grades","GPA","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","",""
"","990
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","12","",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".",".",".","."
"I SY E
490","Dept. Total","887","3.634","54.7","21.4","10.4","3.6","1.0","0.8","0.1","7.1","0.1","0.2",".","0.1","0.2","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","53","3.647","66.0","20.8","9.4","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Junior","","131","3.615","57.3","25.2","10.7","4.6","2.3",".",".",".",".",".",".",".",".",".",".","."
"Senior","","376","3.534","49.5","27.7","13.6","5.9","1.1","1.9",".","0.3",".",".",".",".","0.3",".",".","."
"Undergraduates","","572","3.564","53.7","26.0","12.2","5.1","1.4","1.2",".","0.2",".",".",".",".","0.2",".",".","."
"Special","","5","3.250","40.0",".","20.0",".","20.0",".",".","20.0",".",".",".",".",".",".",".","."
"Graduate","","310","3.792","56.8","13.2","6.8","1.0",".",".","0.3","19.7","0.3","0.6",".","0.3","0.3","0.3",".","0.3"
"","Dept. Total","887","3.634","54.7","21.4","10.4","3.6","1.0","0.8","0.1","7.1","0.1","0.2",".","0.1","0.2","0.1",".","0.1"
