"","990
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"COMP LIT
260","Dept. Total","452","3.580","45.1","36.1","8.8","2.4","0.2","0.9","1.8","2.4","0.2",".",".","0.2","0.7","0.9",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.458","31.4","47.6","14.3","2.9",".",".","2.9",".",".",".",".",".",".","1.0",".","."
"Sophomore","","136","3.586","45.6","40.4","8.8","2.2",".","1.5","1.5",".",".",".",".",".",".",".",".","."
"Junior","","77","3.529","41.6","36.4","7.8","2.6","1.3","2.6","1.3","1.3",".",".",".",".","1.3","2.6",".","1.3"
"Senior","","81","3.674","59.3","25.9","8.6","3.7",".",".","1.2",".","1.2",".",".",".",".",".",".","."
"Undergraduates","","399","3.560","43.9","38.6","10.0","2.8","0.3","1.0","1.8","0.3","0.3",".",".",".","0.3","0.8",".","0.3"
"Special","","4","1.750",".","25.0",".",".",".",".","25.0","25.0",".",".",".",".",".","25.0",".","."
"Graduate","","49","3.892","59.2","16.3",".",".",".",".",".","18.4",".",".",".","2.0","4.1",".",".","."
"","Dept. Total","452","3.580","45.1","36.1","8.8","2.4","0.2","0.9","1.8","2.4","0.2",".",".","0.2","0.7","0.9",".","0.2"
