"PhD Thesis-Marketing","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"","999
025","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
127","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1584","3.390","31.1","29.1","28.2","7.1","2.2","0.2","0.1","1.5","",".",".","",".","",".","0.1","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","3.200","20.0","20.0","40.0","20.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","490","3.253","21.0","25.3","39.2","10.0","3.1",".","0.2","0.6","",".",".","",".","",".",".","0.6",".","."
"Senior","","686","3.393","31.2","28.6","27.3","8.5","1.7","0.3","0.1","2.0","",".",".","",".","",".",".","0.3",".","."
"Undergraduates","","1181","3.334","26.9","27.2","32.3","9.1","2.3","0.2","0.2","1.4","",".",".","",".","",".",".","0.4",".","."
"Special","","48","3.200","22.9","29.2","22.9","4.2","12.5","2.1",".","2.1","",".",".","",".","",".","2.1","2.1",".","."
"Graduate","","349","3.615","45.8","35.8","15.2","0.9","0.6",".",".","1.4","",".",".","",".","",".",".","0.3",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","4","3.750","75.0",".","25.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","6","3.583","50.0","16.7","33.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1584","3.390","31.1","29.1","28.2","7.1","2.2","0.2","0.1","1.5","",".",".","",".","",".","0.1","0.4",".","."
