"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","347","3.089","20.7","17.6","38.0","7.5","12.1","2.0","0.3","0.9",".",".",".",".",".","0.6","0.3","."
"","001
204","19","3.026","26.3","10.5","31.6","5.3","26.3",".",".",".",".",".",".",".",".",".",".","."
"","204
002","20","3.150","20.0","15.0","50.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
003","19","2.947","15.8","36.8","15.8","5.3","21.1",".","5.3",".",".",".",".",".",".",".",".","."
"","204
004","24","3.271","20.8","37.5","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","005
204","19","2.947","5.3","47.4","10.5","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","006
204","22","3.182","18.2","22.7","45.5","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
007","20","3.000","5.0","35.0","30.0","5.0","20.0",".",".","5.0",".",".",".",".",".",".",".","."
"","204
008","23","3.000","13.0","21.7","30.4","21.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","204
010","23","2.405",".","8.7","26.1","13.0","34.8","8.7",".","4.3","4.3",".",".",".",".",".",".","."
"","204
011","20","3.025","15.0","25.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","012
204","23","3.000","21.7","26.1","30.4",".","13.0","4.3","4.3",".",".",".",".",".",".",".",".","."
"","204
013","16","3.531","43.8","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","015
204","23","3.000","30.4","4.3","34.8","4.3","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","204
016","20","2.816","20.0","5.0","30.0","20.0","15.0",".","5.0","5.0",".",".",".",".",".",".",".","."
"","204
017","16","3.393","43.8","18.8","6.3",".","18.8",".",".","12.5",".",".",".",".",".",".",".","."
"","204
018","19","3.289","31.6","10.5","47.4","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","019
204","24","2.565","16.7","16.7","8.3","25.0","12.5","8.3","8.3","4.2",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","350","3.017","19.7","21.4","28.3","9.4","15.7","2.0","1.4","1.7","0.3",".",".",".",".",".",".","."
"","223
001","178","3.374","35.4","24.2","28.7","4.5","3.9","0.6","1.1","0.6","0.6",".",".",".",".","0.6",".","."
"","002
223","23","3.818","73.9","8.7","13.0",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","201","3.424","39.8","22.4","26.9","4.0","3.5","0.5","1.0","1.0","0.5",".",".",".",".","0.5",".","."
"","001
224","21","3.619","61.9","9.5","23.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","224
002","19","3.158","31.6","15.8","36.8","5.3",".","10.5",".",".",".",".",".",".",".",".",".","."
"","224
003","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
224","22","3.190","27.3","9.1","40.9","9.1","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"","224
005","19","3.526","31.6","42.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","21","3.200","19.0","28.6","23.8","19.0","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","224
007","23","3.435","30.4","39.1","17.4","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","224
008","20","3.575","60.0","25.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","165","3.451","42.4","23.6","22.4","6.1","2.4","1.2","0.6","1.2",".",".",".",".",".",".",".","."
"","226
001","20","3.553","50.0","10.0","30.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","226
002","20","3.375","30.0","25.0","40.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","003
226","18","3.361","22.2","38.9","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","18","3.583","55.6","11.1","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","006
226","18","3.556","33.3","55.6",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","007
226","17","3.176","35.3","23.5","11.8","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","226
008","18","2.912","16.7","27.8","22.2",".","16.7","11.1",".","5.6",".",".",".",".",".",".",".","."
"","226
009","20","3.375","15.0","50.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","19","3.639","47.4","26.3","21.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","011
226","19","3.658","63.2","15.8","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
012","20","3.184","15.0","20.0","50.0","5.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
013","18","3.000","11.1","11.1","55.6",".","16.7",".",".","5.6",".",".",".",".",".",".",".","."
"","226
014","19","3.211","21.1","10.5","57.9","10.5",".",".",".",".",".",".",".",".",".",".",".","."
