"","990
015","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".","",".","100.0",".",".",".",".",".",".",".","."
"N E
684","Dept. Total","297","3.408","28.6","15.2","19.9","3.0","4.0","0.3","",".","10.4","0.3","13.5",".","2.7","0.7",".","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","",".",".",".",".",".",".","",".",".",".","87.5",".",".",".",".","12.5","."
"Sophomore","","21","",".",".",".",".",".",".","",".",".",".","100.0",".",".",".",".",".","."
"Junior","","20","2.964","10.0","10.0","30.0","5.0","15.0",".","",".",".",".","30.0",".",".",".",".",".","."
"Senior","","107","3.281","32.7","15.9","30.8","7.5","8.4","0.9","",".",".",".","3.7",".",".",".",".",".","."
"Undergraduates","","156","3.243","23.7","12.2","25.0","5.8","7.7","0.6","",".",".",".","24.4",".",".",".",".","0.6","."
"Special","","5","",".",".",".",".",".",".","",".",".",".","40.0",".",".","40.0",".","20.0","."
"Graduate","","139","3.649","34.5","18.7","14.4",".",".",".","",".","22.3","0.7",".",".","5.8",".",".","3.6","."
"","Dept. Total","300","3.408","28.3","15.0","19.7","3.0","4.0","0.3","",".","10.3","0.3","13.3",".","2.7","0.7",".","2.3","."
