"International Real Estate","730
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intl Operations: Probs&Adm","755
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","364","3.218","39.3","16.5","20.9","7.1","13.7","0.3","0.3","1.6","",".",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","83","2.920","26.5","13.3","22.9","8.4","26.5","1.2","1.2",".","",".",".","",".","",".","",".",".",".","."
"Junior","","131","3.247","40.5","17.6","24.4","6.1","11.5",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","119","3.295","42.0","16.8","16.8","8.4","10.1",".",".","5.0","",".",".","",".","",".","",".","0.8",".","."
"Undergraduates","","334","3.174","37.4","16.5","21.3","7.5","14.7","0.3","0.3","1.8","",".",".","",".","",".","",".","0.3",".","."
"Special","","10","3.300","40.0","10.0","30.0","10.0","10.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","18","3.806","72.2","16.7","11.1",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","364","3.218","39.3","16.5","20.9","7.1","13.7","0.3","0.3","1.6","",".",".","",".","",".","",".","0.3",".","."
