"","999
069","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
077","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","999
090","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","90","3.987","95.6","2.2","1.1",".",".",".",".",".",".",".","",".",".","1.1",".",".","."
"ART
168","Dept. Total","1915","3.683","61.1","24.1","9.1","2.0","1.7","0.5","0.5","0.7","0.1",".","",".","0.1","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.524","44.4","33.3","16.2","2.0","2.0","2.0",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","273","3.598","52.4","30.0","9.9","4.0","2.9","0.4","0.4",".",".",".","",".",".",".",".",".","."
"Junior","","442","3.638","52.9","29.2","12.7","2.0","1.8","0.5","0.2","0.5",".",".","",".",".","0.2",".",".","."
"Senior","","771","3.690","59.8","25.2","8.8","2.2","1.6","0.4","0.4","1.6",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1585","3.649","55.6","27.6","10.5","2.5","1.9","0.5","0.3","0.9",".",".","",".",".","0.1",".",".","."
"Special","","46","3.706","65.2","26.1",".",".","4.3",".","2.2",".","2.2",".","",".",".",".",".",".","."
"Graduate","","284","3.901","90.8","4.2","2.5",".","0.4","0.4","1.1",".",".",".","",".","0.4","0.4",".",".","."
"","Dept. Total","1915","3.683","61.1","24.1","9.1","2.0","1.7","0.5","0.5","0.7","0.1",".","",".","0.1","0.2",".",".","."
