"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
522","Dept. Total","166","3.773","69.9","17.5","9.0","2.4","",".","",".","",".","1.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.393","27.3","36.4","27.3","9.1","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","21","3.571","52.4","19.0","19.0","9.5","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","37","3.836","73.0","21.6","5.4",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","26","3.784","69.2","23.1","3.8","3.8","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","95","3.711","62.1","23.2","10.5","4.2","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","66","3.856","78.8","10.6","7.6",".","",".","",".","",".","3.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","166","3.773","69.9","17.5","9.0","2.4","",".","",".","",".","1.2","",".",".","",".","",".","",".",".",".","."
