"TERM : 1044","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2003-2004","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY
144","Dept. Total","763","3.167","39.1","14.5","19.3","10.5","8.8","3.9","1.0","2.5","",".",".","",".","0.3","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","2.400",".",".","40.0","40.0",".","20.0",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","159","2.971","30.8","12.6","23.9","13.8","11.3","6.3","1.3",".","",".",".","",".",".","",".",".",".","."
"Junior","","268","3.092","38.4","14.6","17.2","12.7","11.6","4.1","1.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","228","3.286","42.5","19.7","18.4","7.9","6.1","3.1","0.9","0.9","",".",".","",".",".","",".",".","0.4","."
"Undergraduates","","660","3.121","37.7","15.8","19.4","11.5","9.5","4.4","1.2","0.3","",".",".","",".",".","",".",".","0.2","."
"Special","","35","3.172","25.7","17.1","31.4","8.6","8.6","2.9",".","5.7","",".",".","",".",".","",".",".",".","."
"Graduate","","46","3.404","39.1","2.2","17.4","2.2","2.2",".",".","32.6","",".",".","",".","4.3","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","22","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","763","3.167","39.1","14.5","19.3","10.5","8.8","3.9","1.0","2.5","",".",".","",".","0.3","",".",".","0.1","."
