"BUS","","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1371","3.344","40.3","22.9","18.6","5.2","9.1","0.7","1.1","1.9","0.1",".","",".","",".","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","2.875","50.0","25.0",".",".",".",".","25.0",".",".",".","",".","",".",".",".",".","."
"Junior","","372","3.085","27.7","19.4","25.3","5.6","19.6","0.8","1.6",".",".",".","",".","",".",".",".",".","."
"Senior","","435","3.239","36.6","20.0","17.5","9.9","11.3","1.4","1.4","1.6","0.2",".","",".","",".",".",".",".","0.2"
"Undergraduates","","811","3.166","32.6","19.7","21.0","7.9","15.0","1.1","1.6","0.9","0.1",".","",".","",".",".",".",".","0.1"
"Special","","46","3.543","56.5","17.4","13.0","6.5","4.3",".",".","2.2",".",".","",".","",".",".",".",".","."
"Graduate","","498","3.675","51.2","28.5","15.3","0.8","0.2",".","0.4","3.6",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","7","3.735","57.1","14.3","14.3",".",".",".",".",".",".",".","",".","",".","14.3",".",".","."
"Prof Yr 3","","7","3.441","28.6","42.9","28.6",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","16","3.650","50.0","25.0","18.8",".",".",".",".",".",".",".","",".","",".","6.3",".",".","."
"","Dept. Total","1371","3.344","40.3","22.9","18.6","5.2","9.1","0.7","1.1","1.9","0.1",".","",".","",".","0.1",".",".","0.1"
