"MED","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL MICROBIOL & IMMUN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","","",""
"M M & I
620","Dept. Total","550","3.290","36.0","12.0","18.5","6.0","7.1","0.9","0.7","18.5","",".",".","",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","24","2.800","37.5","4.2","20.8","12.5","12.5",".","12.5",".","",".",".","",".","",".","",".",".",".","."
"Junior","","114","3.130","29.8","13.2","33.3","7.9","13.2","1.8",".",".","",".",".","",".","",".","",".",".","0.9","."
"Senior","","230","3.322","45.2","15.2","20.0","7.8","9.1","1.3","0.4","0.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","368","3.227","39.9","13.9","24.2","8.2","10.6","1.4","1.1","0.5","",".",".","",".","",".","",".",".","0.3","."
"Special","","5","3.583","40.0","40.0","20.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","174","3.637","28.2","7.5","6.3","1.7",".",".",".","56.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.000",".",".","33.3",".",".",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.000",".",".","33.3",".",".",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","550","3.290","36.0","12.0","18.5","6.0","7.1","0.9","0.7","18.5","",".",".","",".","",".","",".",".","0.2","."
