"MED","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","315","3.271","39.4","11.4","15.9","2.2","4.8","1.9","1.9","18.4","",".",".","",".","3.2","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.900","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","54","3.007","33.3","16.7","25.9","1.9","11.1","5.6","5.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","113","3.232","34.5","18.6","29.2","3.5","8.0","2.7","1.8","1.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","","171","3.174","35.1","18.1","27.5","2.9","8.8","3.5","2.9","1.2","",".",".","",".",".","",".",".",".","."
"Special","","2","2.667","50.0",".",".",".",".",".","50.0",".","",".",".","",".",".","",".",".",".","."
"Graduate","","138","3.797","44.2","3.6","2.2","1.4",".",".",".","39.9","",".",".","",".","6.5","",".",".","2.2","."
"Prof Yr 3","","4","4.000","50.0",".",".",".",".",".",".","25.0","",".",".","",".","25.0","",".",".",".","."
"Professionals","","4","4.000","50.0",".",".",".",".",".",".","25.0","",".",".","",".","25.0","",".",".",".","."
"","Dept. Total","315","3.271","39.4","11.4","15.9","2.2","4.8","1.9","1.9","18.4","",".",".","",".","3.2","",".",".","1.0","."
