"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"ESL: Grammar-Academic Use","115
001","17","",".",".",".",".",".",".",".",".",".","76.5","23.5",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
002","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","116
003","12","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","45","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","117
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","15","",".",".",".",".",".",".",".",".",".","73.3","26.7",".",".",".",".","."
"","117
003","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","004
117","16","",".",".",".",".",".",".",".",".",".","68.8","31.3",".",".",".",".","."
"","005
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
006","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"ESL: Academic Writing I","Course Total","94","",".",".",".",".",".",".",".",".",".","86.2","13.8",".",".",".",".","."
"","001
118","15","3.100","33.3","33.3","20.0",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"","002
118","14","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","16","3.281","37.5","31.3","12.5","12.5",".",".","6.3",".",".",".",".",".",".",".",".","."
"","118
004","14","3.357","35.7","42.9","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","118
005","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","14","3.643","50.0","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","007
118","14","3.500","42.9","35.7","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
008","16","3.438","37.5","31.3","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","118","3.441","40.7","34.7","15.3","4.2","1.7",".","3.4",".",".",".",".",".",".",".",".","."
"","122
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
002","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","206","3.140","18.4","30.1","29.6","13.1","4.4","1.5","1.9","0.5",".",".",".",".",".","0.5",".","."
"","168
001","228","3.221","19.7","34.6","30.7","9.6","2.2","1.3","1.8",".",".",".",".",".",".",".",".","."
"","002
168","139","3.457","30.2","41.0","20.1","5.0","2.9",".",".","0.7",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","Course Total","367","3.326","23.7","37.1","26.7","7.9","2.5","0.8","1.1","0.3",".",".",".",".",".",".",".","."
"","001
169","291","3.469","38.8","32.3","19.2","5.8","1.7","0.3","1.0","0.7",".",".",".",".",".",".",".","."
"","002
169","236","3.136","16.5","35.2","30.5","10.6","2.5","1.3","3.4",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","Course Total","527","3.319","28.8","33.6","24.3","8.0","2.1","0.8","2.1","0.4",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","31","3.633","51.6","38.7","3.2",".",".",".","3.2",".",".",".",".",".",".","3.2",".","."
"","201
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.706","55.6","22.2","16.7",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","201
003","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","15","3.467","26.7","40.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","14","3.250","35.7","35.7","14.3",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","007
201","9","3.000","22.2","22.2","22.2",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
201","19","3.658","63.2","10.5","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","14","3.464","28.6","35.7","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","133","3.580","49.6","27.1","18.0","0.8","3.0",".","0.8","0.8",".",".",".",".",".",".",".","."
"","203
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
