"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","203
004","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","71","3.951","91.5","7.0","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","215
001","149","3.242","18.8","35.6","35.6","6.0","1.3",".","2.7",".",".",".",".",".",".",".",".","."
"","215
002","26","3.327","30.8","23.1","34.6","3.8","7.7",".",".",".",".",".",".",".",".",".",".","."
"English Lit before 1800","Course Total","175","3.251","20.6","33.7","35.4","5.7","2.3",".","2.3",".",".",".",".",".",".",".",".","."
"English Lit 1800-Present","216
001","96","2.942","10.4","26.0","30.2","18.8","9.4","2.1","2.1","1.0",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","124","3.390","25.8","37.1","27.4","6.5","2.4",".",".",".",".",".",".",".",".","0.8",".","."
"Shakespearean Drama","002
220","214","3.490","36.9","29.9","25.2","3.7","0.9",".","0.5","0.9",".",".",".",".","0.5","0.9","0.5","."
"Introduction to Shakespeare","226
001","31","3.355","38.7","19.4","22.6","12.9","6.5",".",".",".",".",".",".",".",".",".",".","."
"","236
001","13","3.654","53.8","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
236","16","3.844","81.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","29","3.759","69.0","13.8","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","001
250","11","3.550","27.3","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"Amer Indian Oral Literature","275
001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","43","3.942","88.4","11.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","13","3.583","53.8","7.7","23.1","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
"","002
301","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","16","3.406","50.0","25.0","12.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","005
301","12","3.542","8.3","91.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","66","3.615","50.0","33.3","10.6","3.0",".",".","1.5","1.5",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302
001","14","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","12","3.636","75.0",".","8.3",".",".","8.3",".",".",".",".",".",".",".",".","8.3","."
"Writing Internship","318
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beowulf","322
001","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"History of English Language","323
001","34","3.368","38.2","26.5","23.5","5.9","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"Structure of English","324
001","26","3.500","30.8","38.5","23.1","3.8",".",".",".","3.8",".",".",".",".",".",".",".","."
"English Grammar in Use","325
001","20","3.500","50.0","20.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
002","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
005","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","Course Total","29","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro to the Syntax of English","329
001","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Global Spread of English","332
001","29","3.679","69.0","13.8","10.3",".",".",".","3.4","3.4",".",".",".",".",".",".",".","."
"Second Language Acquisition","333
001","30","3.933","90.0","6.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
