"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","30","3.397","40.0","20.0","20.0","10.0","6.7",".",".","3.3",".",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","202
001","8","3.500","50.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations II","302
001","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","16","3.063","18.8","12.5","43.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab II","576
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","138","3.531","67.4","12.3","12.3","4.3","2.9",".",".","0.7",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.563","62.1","13.8","20.7","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","23","3.600","69.6","17.4","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Junior","","28","3.670","78.6","10.7","3.6","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"Senior","","59","3.417","66.1","10.2","13.6","6.8","3.4",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","139","3.531","68.3","12.2","12.2","4.3","2.9",".",".",".",".",".",".",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","140","3.531","67.9","12.1","12.1","4.3","2.9",".",".","0.7",".",".",".",".",".",".",".","."
