"","990
036","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
037","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Study","999
057","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"B M E
207","Dept. Total","360","3.525","31.4","31.1","18.1","3.1","0.3","0.3","",".","12.8","0.3","0.3","",".","2.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.750","57.1","14.3","28.6",".",".",".","",".",".",".",".","",".",".","",".",".",".","."
"Junior","","53","3.402","30.2","30.2","35.8","3.8",".",".","",".",".",".",".","",".",".","",".",".",".","."
"Senior","","162","3.515","37.7","37.7","16.7","4.9","0.6","0.6","",".","0.6",".","0.6","",".","0.6","",".",".",".","."
"Undergraduates","","222","3.498","36.5","35.1","21.6","4.5","0.5","0.5","",".","0.5",".","0.5","",".","0.5","",".",".",".","."
"Special","","1","3.500",".","100.0",".",".",".",".","",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","170","3.577","18.8","19.4","10.0","0.6",".",".","",".","26.5","0.6","19.4","",".","4.7","",".",".",".","."
"","Dept. Total","393","3.525","28.8","28.5","16.5","2.8","0.3","0.3","",".","11.7","0.3","8.7","",".","2.3","",".",".",".","."
