"","999
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
016","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","343","3.379","39.9","26.5","16.3","6.7","2.0","1.7","2.6","3.8","",".",".","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.146","26.8","34.1","22.0","4.9","4.9",".","7.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","91","3.231","25.3","31.9","27.5","8.8","2.2","2.2","2.2",".","",".",".","",".","",".",".",".",".","."
"Junior","","69","3.377","40.6","27.5","15.9","7.2","4.3","4.3",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","88","3.412","47.7","25.0","9.1","9.1",".","1.1","4.5","3.4","",".",".","",".","",".",".",".",".","."
"Undergraduates","","289","3.308","36.0","29.1","18.3","8.0","2.4","2.1","3.1","1.0","",".",".","",".","",".",".",".",".","."
"Special","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","51","3.838","58.8","13.7","5.9",".",".",".",".","19.6","",".",".","",".","",".","2.0",".",".","."
"","Dept. Total","343","3.379","39.9","26.5","16.3","6.7","2.0","1.7","2.6","3.8","",".",".","",".","",".","0.3",".",".","."
