"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
002","228","2.814","23.7","10.5","23.2","18.0","13.2","8.8","2.6",".",".",".",".",".",".",".",".","."
"","222
003","214","2.869","20.1","16.8","22.0","15.9","19.2","3.7","2.3",".",".",".",".",".",".",".",".","."
"","222
004","212","2.948","17.0","19.3","24.5","24.1","11.3","2.8","0.9",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","886","2.874","21.9","15.5","22.8","17.4","14.1","5.6","2.7",".",".",".",".",".",".",".",".","."
"","228
012","10","3.350","30.0","20.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","032
228","12","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","033
228","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","228
056","17","3.765","58.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
057","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","62","3.805","69.4","16.1","8.1","1.6",".",".",".","4.8",".",".",".",".",".",".",".","."
"","234
001","225","3.129","31.1","23.1","20.4","10.7","8.0","3.6","3.1",".",".",".",".",".",".",".",".","."
"","234
002","258","3.378","50.4","19.8","12.0","6.2","7.0","1.6","3.1",".",".",".",".",".",".",".",".","."
"","003
234","228","2.923","25.9","13.6","25.9","8.8","18.9","3.9","3.1",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","711","3.153","36.4","18.8","19.1","8.4","11.1","3.0","3.1",".",".",".",".",".",".",".",".","."
"","001
240","56","3.313","33.9","19.6","35.7","3.6","5.4",".","1.8",".",".",".",".",".",".",".",".","."
"","240
002","23","3.205","21.7","21.7","34.8","8.7","8.7",".",".",".",".",".",".",".",".",".",".","4.3"
"Intro to Discrete Mathematics","Course Total","79","3.282","30.4","20.3","35.4","5.1","6.3",".","1.3",".",".",".",".",".",".",".",".","1.3"
"Topics in Calculus II","276
001","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","303
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","303
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","3","***","","","","","","","","","","","","","","","",""
"Intro to Prob & Math Stat I","309
001","11","3.091","36.4","18.2","18.2","18.2",".",".","9.1",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","7","3.143","28.6","14.3","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","001
319","82","3.148","43.9","9.8","22.0","4.9","9.8","3.7","4.9",".",".",".",".",".",".","1.2",".","."
"","002
319","78","2.462","26.9","9.0","9.0","11.5","19.2","12.8","11.5",".",".",".",".",".",".",".",".","."
"","003
319","110","2.495","7.3","12.7","23.6","24.5","18.2","7.3","6.4",".",".",".",".",".",".",".",".","."
"","010
319","7","2.214","14.3","28.6",".","14.3","14.3",".","28.6",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","277","2.670","23.8","11.2","18.4","14.8","15.9","7.6","7.9",".",".",".",".",".",".","0.4",".","."
"","320
001","89","2.899","23.6","20.2","19.1","11.2","18.0","3.4","4.5",".",".",".",".",".",".",".",".","."
"","320
002","134","1.794","10.4","1.5","19.4","1.5","20.9","24.6","19.4",".","1.5",".",".",".","0.7",".",".","."
"","320
003","109","2.028","14.7",".","19.3","1.8","30.3","15.6","15.6","1.8",".",".",".",".","0.9",".",".","."
"","004
320","90","2.878","18.9","15.6","24.4","22.2","11.1","6.7","1.1",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","422","2.325","16.1","8.1","20.4","8.1","20.6","14.0","11.4","0.5","0.5",".",".",".","0.5",".",".","."
"Appl Mathematical Analysis","321
001","50","2.650","18.0","10.0","22.0","16.0","22.0","8.0","4.0",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","31","2.935","25.8","16.1","19.4","16.1","12.9","9.7",".",".",".",".",".",".",".",".",".","."
"","340
002","145","3.538","44.1","34.5","11.7","6.9","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"","340
003","94","2.758","24.5","13.8","16.0","10.6","22.3","7.4","4.3","1.1",".",".",".",".",".",".",".","."
"","340
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","241","3.223","36.1","26.1","13.3","8.3","10.4","3.7","1.7","0.4",".",".",".",".",".",".",".","."
"Linear Algebra","001
341","39","2.271","15.4","10.3","7.7","7.7","23.1","17.9","7.7",".","2.6",".",".",".","5.1","2.6",".","."
"Basic Concepts of Math","371
002","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
002","32","2.859","25.0","6.3","31.3","9.4","21.9","3.1","3.1",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","57","3.139","28.1","10.5","36.8","8.8","7.0","1.8","1.8","1.8",".",".",".",".",".",".","3.5","."
