"EGR","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","867","3.538","41.1","24.7","18.6","2.3","0.7","0.1","",".","10.6","",".",".","",".","1.8","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","11","3.217","9.1","45.5","27.3","18.2",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","175","3.394","30.9","30.3","34.9","4.0",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","460","3.550","50.4","27.4","17.2","2.4","1.3","0.2","",".","0.2","",".","0.9","",".",".",".",".",".","."
"Undergraduates","","648","3.500","44.6","28.4","22.1","3.1","0.9","0.2","",".","0.2","",".","0.6","",".",".",".",".",".","."
"Special","","12","3.595","25.0","33.3","8.3",".",".",".","",".","16.7","",".","8.3","",".",".","8.3",".",".","."
"Graduate","","233","3.699","26.2","11.2","7.3",".",".",".","",".","36.9","",".","12.0","",".","6.4",".",".",".","."
"Prof Yr 2","","4","4.000","25.0",".",".",".",".",".","",".","50.0","",".",".","",".","25.0",".",".",".","."
"Prof Yr 3","","4","4.000","50.0",".",".",".",".",".","",".","25.0","",".","25.0","",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Professionals","","9","4.000","33.3",".",".",".",".",".","",".","44.4","",".","11.1","",".","11.1",".",".",".","."
"","Dept. Total","902","3.538","39.5","23.7","17.8","2.2","0.7","0.1","",".","10.3","",".","3.8","",".","1.8","0.1",".",".","."
