"","999
011","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
015","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
020","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research","Course Total","3","***","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1039","3.540","45.9","29.6","12.5","3.9","2.7","1.3","0.5","0.7","",".","1.4","0.1","0.3","0.9",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.349","20.3","43.0","20.3","3.8","2.5","2.5",".",".","",".","6.3","1.3",".",".",".",".","."
"Sophomore","","217","3.444","40.1","33.2","13.8","2.8","3.2","2.3","1.4",".","",".","2.3",".",".","0.9",".",".","."
"Junior","","295","3.569","47.5","31.9","11.9","3.4","3.1","0.7","0.3",".","",".","1.0",".",".","0.3",".",".","."
"Senior","","409","3.570","50.1","25.9","12.0","5.4","2.4","1.2","0.2","1.0","",".","0.2",".",".","1.2",".","0.2","."
"Undergraduates","","1000","3.526","44.8","30.6","13.0","4.1","2.8","1.4","0.5","0.4","",".","1.4","0.1",".","0.8",".","0.1","."
"Special","","5","3.875","60.0","20.0",".",".",".",".",".",".","",".","20.0",".",".",".",".",".","."
"Graduate","","32","3.979","75.0","3.1",".",".",".",".",".","9.4","",".",".",".","9.4","3.1",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1039","3.540","45.9","29.6","12.5","3.9","2.7","1.3","0.5","0.7","",".","1.4","0.1","0.3","0.9",".","0.1","."
