"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","17","3.500","52.9","35.3",".","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","002
102","","16","3.781","81.3","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Leadership","Course Total","","50","3.720","74.0","14.0","6.0","2.0","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"Leadership Lab 1B","111
111","","13","3.808","84.6","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","202
001","","24","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Teamwork","Course Total","","45","3.956","95.6",".","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2B","211
211","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Ethics","302
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3B","311
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Officership","402
001","","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4B","411
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","11","3.682","63.6","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","188","3.876","87.8","5.3","4.3","1.1","1.1",".","0.5",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","46","3.793","80.4","6.5","6.5","2.2","2.2",".","2.2",".",".",".",".",".",".",".",".","."
"Sophomore","","","42","3.851","81.0","11.9","4.8",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","41","3.952","97.6",".","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","53","3.925","92.5","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","182","3.887","87.9","5.5","4.4","0.5","1.1",".","0.5",".",".",".",".",".",".",".",".","."
"Special","","","6","3.591","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","188","3.876","87.8","5.3","4.3","1.1","1.1",".","0.5",".",".",".",".",".",".",".",".","."
