"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7025","3.547","48.3","17.0","12.8","2.1","2.1","0.9","0.3","7.7","0.0","6.7",".","1.1","0.3",".","0.7","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.184","21.7","30.4","26.1","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","197","3.328","47.7","14.7","24.4","4.1","5.6","1.0","1.0",".",".",".",".",".",".",".","1.5","."
"Junior","","750","3.356","52.7","12.8","21.6","3.6","4.9","2.3","0.8",".",".",".",".",".","0.3",".","1.1","."
"Senior","","1866","3.428","56.0","16.3","15.6","3.6","4.7","2.2","0.8","0.3",".","0.2",".",".","0.1",".","0.2","."
"Undergraduates","","2836","3.399","54.3","15.4","17.9","3.7","4.9","2.1","0.8","0.2",".","0.1",".",".","0.1",".","0.5","."
"Special","","125","3.569","52.8","20.0","12.8","3.2","3.2",".",".","5.6",".",".",".",".",".",".","2.4","."
"Graduate","","1384","3.744","44.0","11.3","5.0","0.8","0.2",".",".","27.2","0.1","3.3",".","5.3","0.6",".","2.1","."
"Prof Yr 1","","953","3.567","39.0","25.3","11.8","2.6",".",".",".",".",".","20.9",".",".","0.4",".",".","."
"Prof Yr 2","","342","3.838","55.0","15.8","2.0","0.3",".",".",".","1.2",".","25.4",".",".",".",".","0.3","."
"Prof Yr 3","","421","3.571","28.3","17.8","18.1",".",".",".",".","4.5",".","30.2",".","0.7",".",".","0.2","0.2"
"Prof Yr 4","","1010","3.738","53.8","20.2","11.1","0.3","0.1",".",".","12.9",".","0.7",".",".","0.8",".","0.2","."
"Professionals","","2726","3.681","44.8","21.1","11.3","1.1","0.0",".",".","5.6",".","15.4",".","0.1","0.4",".","0.1","0.0"
"","College Total","7071","3.547","48.6","16.9","12.7","2.1","2.1","0.8","0.3","7.7","0.0","6.6",".","1.1","0.3",".","0.7","0.0"
