"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"692","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","11","3.953","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694
Probs-Developmental Psych","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"695","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"695","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","29","4.000","93.1",".",".",".",".",".",".",".",".",".",".",".","3.4",".","3.4","."
"701
Prosmr-Experimental Psych","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Prosmr-Developmental Psych","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Proseminar-Biological Psych","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710","001","","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710","002","","15","3.667","60.0","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn&Anal-Psych Experiments","Course Total","","28","3.696","53.6","32.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"711","003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in Psych","Course Total","","36","3.986","97.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Lang&Cognitive Development","001","","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728
Classic Iss in Social Psych","001","","16","3.714","37.5","50.0",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 292 of 409",""
