"","301
002","70","3.993","97.1","1.4",".",".",".",".","",".","",".","",".","",".",".","",".","","1.4",".",".","."
"Social Studies Topics in EAS","Course Total","79","3.968","92.4","6.3",".",".",".","",".","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Senior Honors Thesis","682
001","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","699
001","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"E A STDS
298","Dept. Total","141","3.671","65.2","13.5","13.5","3.5","3.5","",".","",".","",".","",".",".","",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.357","14.3","57.1","14.3","14.3",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","25","3.420","48.0","8.0","32.0","4.0","8.0","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","36","3.750","72.2","13.9","8.3","2.8","2.8","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","72","3.754","73.6","9.7","9.7","2.8","2.8","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","","140","3.673","65.7","12.9","13.6","3.6","3.6","",".","",".","",".","",".",".","",".","",".","0.7",".",".","."
"Graduate","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","141","3.671","65.2","13.5","13.5","3.5","3.5","",".","",".","",".","",".",".","",".","",".","0.7",".",".","."
