"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","72","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"Seminar in Genetics","993
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GENETICS
412","Dept. Total","640","3.329","46.4","12.7","13.3","4.2","8.4","1.9","0.5","8.0",".",".",".","3.8","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.974","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","55","3.861","89.1","5.5","3.6","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","114","2.932","42.1","5.3","14.0","5.3","28.9","3.5",".",".",".",".",".",".","0.9",".",".","."
"Senior","","262","3.315","47.7","16.8","17.2","6.9","7.3","3.1","1.1",".",".",".",".",".",".",".",".","."
"Undergraduates","","447","3.265","53.0","12.1","14.1","5.6","11.6","2.7","0.7",".",".",".",".",".","0.2",".",".","."
"Special","","69","3.514","34.8","30.4","23.2","2.9","1.4",".",".","1.4",".",".",".",".","5.8",".",".","."
"Graduate","","124","3.754","29.0","4.8","4.8",".","0.8",".",".","40.3",".",".",".","19.4","0.8",".",".","."
"","Dept. Total","640","3.329","46.4","12.7","13.3","4.2","8.4","1.9","0.5","8.0",".",".",".","3.8","0.9",".",".","."
