"Crimnl Justice Fld Observtn","694
001","22","3.477","45.5","27.3","13.6","4.5","9.1",".",".",".",".","",".",".","",".","",".",".",".","."
"","699
001","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","699
003","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
004","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","11","4.000","90.9",".",".",".",".",".",".",".","",".",".","",".","",".","9.1",".",".","."
"LEGAL ST
535","Dept. Total","568","3.306","32.7","25.7","25.4","9.5","4.6","0.9","0.7","0.2","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","2.831","8.0","24.0","28.0","18.0","12.0","8.0",".",".","",".",".","",".","",".","2.0",".",".","."
"Sophomore","","131","3.310","22.9","37.4","29.0","6.1","3.1","0.8","0.8",".","",".",".","",".","",".",".",".",".","."
"Junior","","175","3.310","34.9","18.9","29.1","12.0","4.6",".","0.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","203","3.445","43.8","24.6","19.2","7.4","3.9",".","1.0",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","559","3.305","32.9","25.8","25.4","9.5","4.7","0.9","0.7",".","",".",".","",".","",".","0.2",".",".","."
"Special","","6","3.559","33.3","16.7","33.3",".",".",".",".","16.7","",".",".","",".","",".",".",".",".","."
"Graduate","","3","3.000",".","33.3",".","33.3",".",".",".",".","",".",".","",".","",".","33.3",".",".","."
"","Dept. Total","568","3.306","32.7","25.7","25.4","9.5","4.6","0.9","0.7","0.2","",".",".","",".","",".","0.4",".",".","."
