"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"MUSIC","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","",""
"","569","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","569","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","569","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra","570","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chamber Orchestra","571","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Ensmbl-Classical Guitar","572","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Wind Ensemble","574","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concert Band","576","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chorale","577","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Concert Choir","578","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Madrigal Singers","58","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Chorus","59","001","","54","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","60","001","","107","3.981","98.1","0.9",".","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"","60","002","","79","3.994","98.7","1.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"All-Univ String Orchestra","","Course Total","","186","3.987","98.4","1.1",".","0.5",".",".",".",".",".",".",".",".",".",".",".","."
"Chamber Orchestra","61","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra","62","001","","59","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Form and Analysis","623","001","","12","3.914","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Form and Analysis II","624","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Piano Pedagogy","751","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Pedagogy Workshop","752","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Vocal Literature","792","062","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Duo Sonata Literature","796","001","","11","3.450","54.5","9.1","9.1",".","18.2",".",".",".",".",".",".",".","9.1",".",".","."
"Smr-Instrumental Literature","798","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","233","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","234","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","235","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Post-tonal Analysis","824","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Music and Culture Workshop","909","001","","6","3.893","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Musicology","911","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Ethnomusicology","915","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Curr Iss-Musical Thought 1","921","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Composition","927","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Thesis","","Course Total","","3","***","","","","","","","","","","","","","","","",""
