"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","834","3.468","43.2","28.4","14.3","5.4","2.8","0.7","0.7","3.1","0.1",".","",".","0.8","",".","0.1","0.2","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","76","3.222","34.2","22.4","19.7","15.8","2.6","1.3","2.6","1.3",".",".","",".",".","",".",".",".","."
"Sophomore","227","3.384","33.9","33.9","21.6","5.3","3.1","0.9","0.9","0.4",".",".","",".",".","",".",".",".","."
"Junior","182","3.502","41.8","31.9","17.6","4.9","2.2","0.5",".","1.1",".",".","",".",".","",".",".",".","."
"Senior","201","3.462","50.2","26.4","9.5","6.0","4.5","1.0","1.0","1.0",".",".","",".",".","",".",".",".","0.5"
"Undergraduates","686","3.416","40.8","29.9","16.8","6.6","3.2","0.9","0.9","0.9",".",".","",".",".","",".",".",".","0.1"
"Special","30","3.860","63.3","16.7","3.3",".",".",".",".","13.3","3.3",".","",".",".","",".",".",".","."
"Graduate","115","3.788","52.2","21.7","2.6",".","0.9",".",".","13.9",".",".","",".","6.1","",".","0.9","1.7","."
"Prof Yr 3","2","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 4","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","3","3.667","33.3","66.7",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Dept. Total","834","3.468","43.2","28.4","14.3","5.4","2.8","0.7","0.7","3.1","0.1",".","",".","0.8","",".","0.1","0.2","0.1"
