"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","19","3.763","73.7","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","006
100","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
100","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","17","3.688","47.1","35.3","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","010
100","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","18","3.639","61.1","11.1","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","012
100","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
100","19","3.842","78.9","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
100","19","3.342","26.3","57.9","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","100
016","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.763","52.6","47.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","020
100","17","3.500","35.3","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","18","3.667","61.1","22.2","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","023
100","19","3.579","57.9","31.6","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","024
100","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","027
100","19","3.289","26.3","26.3","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","029
100","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
032","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","16","3.393","25.0","31.3","25.0",".","6.3",".",".",".",".",".",".",".","12.5",".",".","."
"","100
034","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","036
100","19","3.842","84.2",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
037","19","3.816","73.7","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
039","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","19","3.474","42.1","26.3","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
041","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","19","3.472","31.6","36.8","21.1",".","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"","045
100","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
046","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","19","3.895","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
049","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","19","3.605","42.1","42.1","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","783","3.770","67.4","22.7","7.0","1.1","0.9",".","0.3",".",".",".",".",".","0.5",".",".","."
"","005
110","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","110
006","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","110
007","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","Page 207 of 409",""
