"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","089","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","205","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","208","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","210","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","267","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","271","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","272","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","47","3.989","95.7","2.1",".",".",".",".",".",".",".",".",".",".","2.1",".",".","."
