"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Teaching Science","Course Total","","50","3.950","92.0","6.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","50","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","374
001","","12","3.974","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","374
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","Course Total","","26","3.988","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","12","3.750","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
375","","9","3.313","22.2","33.3","22.2",".","11.1",".",".",".",".",".",".",".","11.1",".",".","."
"","375
004","","8","3.688","62.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","005
375","","22","4.000","90.9",".",".",".",".",".",".","4.5",".",".",".",".","4.5",".",".","."
"Proseminar","Course Total","","54","3.795","74.1","11.1","5.6","1.9","1.9",".",".","1.9",".",".",".",".","3.7",".",".","."
"Teaching Science-Sec Schl","001
390","","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
098","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","27","4.000","92.6",".",".",".",".",".",".",".",".",".",".",".","7.4",".",".","."
"Young Adult Lit for Schools","431
001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Teaching World Lang (K-8)","442
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","463
001","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","463
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","463
003","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","Course Total","","91","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","464
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg in Elem School","Course Total","","49","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","465
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","465
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","Course Total","","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","466
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
