"Poli Sci Contentious Politics","667
001","9","3.389","55.6",".","22.2","11.1","11.1",".",".","",".",".","",".",".",".","",".",".",".","."
"Senior Honors Thesis","681
001","1","***","","","","","","","","","","","",".",".",".","",".",".",".","."
"Directed Study","699
002","1","***","","","","","","","","","","","",".",".",".","",".",".",".","."
"INTL ST
504","Dept. Total","324","3.378","30.2","19.1","17.3","5.6","3.4","0.6","",".","0.3","",".","21.6","0.6","",".","0.6",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.019","23.5",".","11.8","5.9","5.9","5.9","",".",".","",".","41.2","5.9","",".",".",".",".","."
"Sophomore","","96","3.424","26.0","19.8","18.8","3.1","2.1",".","",".",".","",".","29.2",".","",".","1.0",".",".","."
"Junior","","87","3.472","29.9","21.8","13.8","3.4","3.4",".","",".",".","",".","26.4","1.1","",".",".",".",".","."
"Senior","","97","3.312","30.9","19.6","21.6","11.3","3.1","1.0","",".","1.0","",".","8.2",".","",".","1.0",".","2.1","."
"Undergraduates","","297","3.379","28.6","19.2","17.8","6.1","3.0","0.7","",".","0.3","",".","22.2","0.7","",".","0.7",".","0.7","."
"Special","","24","3.420","50.0","16.7","12.5",".","4.2",".","",".",".","",".","16.7",".","",".",".",".",".","."
"Graduate","","3","3.167","33.3","33.3",".",".","33.3",".","",".",".","",".",".",".","",".",".",".",".","."
"","Dept. Total","324","3.378","30.2","19.1","17.3","5.6","3.4","0.6","",".","0.3","",".","21.6","0.6","",".","0.6",".","0.6","."
