"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","84855","3.251","37.3","19.6","19.2","7.9","7.4","2.1","1.2","2.7","0.0","1.0","0.0","0.5","0.5","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","7553","2.950","23.6","18.4","23.7","12.4","13.4","3.9","2.4","0.0","0.0","1.7","0.1",".","0.3","0.1",".","0.0"
"Sophomore","","20215","3.161","31.0","21.5","23.1","9.8","9.6","2.3","1.3","0.0",".","1.0","0.1",".","0.2","0.0",".","0.0"
"Junior","","20558","3.220","34.9","21.1","22.4","8.5","8.4","2.2","1.3","0.1","0.0","0.7","0.0","0.0","0.4","0.1","0.0","0.1"
"Senior","","24707","3.311","41.9","20.4","18.4","7.8","6.1","2.0","1.3","0.6","0.0","0.6","0.0","0.1","0.5","0.1","0.1","0.0"
"Undergraduates","","73033","3.202","35.0","20.7","21.4","9.0","8.5","2.4","1.4","0.2","0.0","0.9","0.0","0.0","0.4","0.1","0.0","0.0"
"Special","","1820","3.438","33.7","11.9","9.0","3.4","3.7","1.3","1.0","23.2","0.1","5.2","0.2",".","0.6","1.8","4.7","0.2"
"Graduate","","9964","3.796","55.2","12.7","5.6","0.8","0.4","0.0","0.1","17.1","0.1","1.6","0.0","4.0","1.5","0.1","0.8","0.0"
"Prof Yr 1","","60","3.785","66.7","28.3","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","65","3.832","87.7","6.2","3.1",".",".","1.5",".",".",".",".",".",".",".",".","1.5","."
"Prof Yr 3","","87","3.861","74.7","18.4","3.4",".",".",".",".","1.1",".",".",".",".","1.1","1.1",".","."
"Prof Yr 4","","31","3.794","64.5","3.2","9.7",".",".",".",".","12.9",".","9.7",".",".",".",".",".","."
"Professionals","","243","3.830","74.9","15.6","4.5",".",".","0.4",".","2.1",".","1.2",".",".","0.4","0.4","0.4","."
"","College Total","85060","3.251","37.5","19.6","19.2","7.9","7.4","2.1","1.2","2.7","0.0","1.0","0.0","0.5","0.5","0.1","0.2","0.0"
