"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"","999
028","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","25","4.000","88.0",".",".",".",".",".",".","4.0",".",".","",".","",".","8.0",".",".","."
"L I S
544","Dept. Total","782","3.796","74.3","15.2","6.4","1.3","0.5","0.4","0.4","0.5","0.1",".","",".","",".","0.8",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","57","3.737","75.4","14.0","7.0",".",".","1.8","1.8",".",".",".","",".","",".",".",".",".","."
"Junior","","91","3.819","79.1","9.9","6.6","4.4",".",".",".",".",".",".","",".","",".",".",".",".","."
"Senior","","52","3.538","63.5","11.5","13.5","3.8","3.8","1.9","1.9",".",".",".","",".","",".",".",".",".","."
"Undergraduates","","210","3.729","74.3","11.4","8.6","2.9","1.0","1.0","1.0",".",".",".","",".","",".",".",".",".","."
"Special","","21","3.655","42.9","38.1","4.8",".",".",".","4.8",".",".",".","",".","",".","4.8",".","4.8","."
"Graduate","","549","3.829","75.4","15.8","5.6","0.7","0.4","0.2",".","0.7","0.2",".","",".","",".","0.9",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","782","3.796","74.3","15.2","6.4","1.3","0.5","0.4","0.4","0.5","0.1",".","",".","",".","0.8",".","0.1","."
