"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","20","1.650","30.0",".","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociology of Law","641
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","715
001","57","0.719","3.5",".","19.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
715","46","0.935","2.2",".","28.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
003","47","0.872","8.5",".","14.9",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","004
715","43","1.047","9.3",".","20.9",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","193","0.881","5.7",".","20.7",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"","723
001","19","0.947",".",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","19","1.105",".",".","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","22","0.818","4.5",".","18.2",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","723
004","20","1.400","10.0",".","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","723
005","21","1.476","4.8",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","18","1.111","5.6",".","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","723
007","17","1.059",".",".","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","18","1.444","11.1",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","17","1.235",".",".","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
723","19","1.000","5.3",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","190","1.158","4.2",".","31.6",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"","724
001","68","1.162","10.3",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","724
003","56","1.196","10.7",".","23.2",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","124","1.177","10.5",".","24.2",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"","725
001","36","1.278","5.6",".","30.6",".","5.6","2.8",".",".",".",".",".",".",".",".",".","."
"","725
002","40","0.975","12.5",".","12.5",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","003
725","41","1.585","12.2",".","31.7",".","7.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","117","1.282","10.3",".","24.8",".","6.0","0.9",".",".",".",".",".",".",".",".",".","."
"","001
731","29","1.483","10.3",".","31.0",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","731
002","26","1.231","15.4",".","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","731
003","27","0.481","3.7",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
004","23","1.174","8.7",".","21.7",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","105","1.095","9.5",".","20.0",".","5.7",".",".",".",".",".",".",".",".",".",".","."
"Payments Systems","735
001","26","1.640","11.5",".","34.6",".","3.8",".",".",".",".",".",".",".",".",".","3.8","."
"Secured Transactions","736
001","40","1.231","12.5",".","20.0",".","5.0",".",".","2.5",".",".",".",".",".",".",".","."
"Constitutional Law II","740
001","29","0.880","3.4",".","20.7",".",".",".",".","13.8",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","23","1.478","13.0",".","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"Taxation I","742
002","44","1.256","6.8",".","25.0",".","4.5",".",".","9.1",".",".",".",".","2.3",".",".","."
"","743
001","13","1.769","23.1",".","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","743
002","14","1.786","28.6",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","27","1.776","25.9",".","22.2",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","001
744","36","0.912","8.3",".","13.9",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Consumer Health Advocacy","768
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Law and the Elderly","773
001","21","1.524","19.0",".","19.0",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","802
001","73","0.966","5.5",".","16.4",".","2.7",".",".","20.5",".",".",".",".",".",".",".","."
