"Special Topics","","","","","","","","","","","","","","","","","","","","","","","",""
"Humanities Topics","560
001","11","3.182","63.6",".","18.2",".",".","9.1","9.1",".","",".","",".",".","",".","",".","",".",".","."
"Race & Sexuality in Amer Lit","654
001","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Mass Media and Minorities","662
002","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","298","3.411","37.6","33.2","19.1","4.0","3.0","1.3","1.7","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.227","29.4","41.2","17.6",".","5.9",".","5.9","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","55","3.388","30.9","34.5","27.3","1.8","1.8","3.6",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","90","3.477","36.7","43.3","12.2","4.4","1.1",".","2.2","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","136","3.399","41.9","25.0","20.6","5.1","4.4","1.5","1.5","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","298","3.411","37.6","33.2","19.1","4.0","3.0","1.3","1.7","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","298","3.411","37.6","33.2","19.1","4.0","3.0","1.3","1.7","",".","",".",".","",".","",".","",".",".",".","."
