"","990
016","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Finance","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"FINANCE
233","Dept. Total","1348","3.340","36.5","23.6","21.5","9.1","7.5","0.7","0.1","0.6","",".",".","",".","0.1","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","25","2.800","8.0","20.0","32.0","12.0","24.0","4.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","204","3.123","25.0","24.0","18.1","14.7","17.2",".",".","1.0","",".",".","",".",".",".",".",".","."
"Senior","","687","3.223","29.1","23.0","26.5","11.2","8.4","1.3","0.1","0.1","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","916","3.189","27.6","23.1","24.8","12.0","10.8","1.1","0.1","0.3","",".",".","",".",".","0.1",".",".","."
"Special","","60","3.540","48.3","23.3","18.3","5.0","3.3",".",".","1.7","",".",".","",".",".",".",".",".","."
"Graduate","","365","3.690","56.7","24.9","13.4","2.5",".",".",".","1.1","",".",".","",".","0.3","0.3",".","0.8","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","3.531","50.0","16.7","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","7","3.447","42.9","14.3","42.9",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1348","3.340","36.5","23.6","21.5","9.1","7.5","0.7","0.1","0.6","",".",".","",".","0.1","0.1",".","0.2","."
