"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Society's Egr Challenges","102
001","96","3.621","46.9","34.4","12.5","5.2",".",".",".","",".","",".","",".",".","",".","","1.0",".",".","."
"","160
001","183","3.749","68.9","17.5","10.9","1.1","1.1","0.5",".","",".","",".","",".",".","",".","",".",".",".","."
"","160
002","214","3.692","56.1","29.0","12.1","2.8",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Intro to Engineering Design","Course Total","397","3.718","62.0","23.7","11.6","2.0","0.5","0.3","",".","",".","",".",".","",".","",".",".",".",".","."
"Current Issues in Intl Engr","413
002","18","3.944","88.9","11.1",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"","601
001","6","4.000","100.0",".",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"","601
002","15","3.900","80.0","20.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Topics-Interdis Engineering","Course Total","21","3.955","85.7","14.3",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Women&Leadershp-Med, Sci, Engr","650
001","5","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTEREGR
496","Dept. Total","537","3.715","61.5","24.6","10.8","2.4","0.4","0.2","",".","",".","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","141","3.542","46.1","27.7","19.9","4.3","1.4","0.7","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","392","3.744","69.6","20.7","7.1","1.8",".",".","",".","",".","",".",".","",".","",".","0.3","0.5",".","."
"Junior","","169","3.908","91.7","5.9","0.6",".",".",".","",".","",".","",".",".","",".","",".",".","1.8",".","."
"Senior","","52","3.919","92.3","3.8","1.9",".",".",".","",".","",".","",".",".","",".","",".",".","1.9",".","."
"Undergraduates","","754","3.712","71.8","17.5","7.7","1.7","0.3","0.1","",".","",".","",".",".","",".","",".","0.1","0.8",".","."
"Special","","3","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","5","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","762","3.715","72.0","17.3","7.6","1.7","0.3","0.1","",".","",".","",".",".","",".","",".","0.1","0.8",".","."
