"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3620","3.621","36.7","9.2","8.8","1.4","1.3","0.1","",".","36.9","",".",".",".","0.6","4.0",".","0.9","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.727","66.7",".","16.7",".",".",".","",".",".","",".",".",".",".",".",".","16.7","."
"Junior","","16","3.920","75.0",".","6.3",".",".",".","",".",".","",".",".",".",".",".",".","18.8","."
"Senior","","43","3.716","69.8","4.7","9.3",".","4.7",".","",".",".","",".",".",".",".",".",".","11.6","."
"Undergraduates","","65","3.756","70.8","3.1","9.2",".","3.1",".","",".",".","",".",".",".",".",".",".","13.8","."
"Special","","15","4.000","13.3",".",".",".",".",".","",".","86.7","",".",".",".",".",".",".",".","."
"Graduate","","72","3.659","12.5","4.2","2.8",".",".",".","",".","48.6","",".",".",".","30.6",".",".","1.4","."
"Prof Yr 1","","892","3.549","33.3","12.6","12.6","2.1","1.8","0.2","",".","27.0","",".",".",".",".","8.6",".","1.8","."
"Prof Yr 2","","746","3.629","40.1","16.4","13.7","1.3","0.5",".","",".","18.5","",".",".",".",".","9.0",".","0.5","."
"Prof Yr 3","","989","3.515","35.8","9.5","9.9","2.1","2.5","0.3","",".","39.6","",".",".",".",".","0.1",".","0.1","."
"Prof Yr 4","","842","4.000","38.4",".",".",".",".",".","",".","61.4","",".",".",".",".","0.1",".","0.1","."
"Professionals","","3469","3.617","36.7","9.5","9.0","1.4","1.3","0.1","",".","37.1","",".",".",".",".","4.2",".","0.6","."
"","College Total","3621","3.621","36.7","9.2","8.8","1.4","1.3","0.1","",".","36.9","",".",".",".","0.6","4.0",".","0.9","."
