"","999
063","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
072","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","20","4.000","70.0",".",".",".",".",".",".",".",".",".","",".","15.0","10.0",".","5.0","."
"CIV ENGR
240","Dept. Total","1282","3.347","42.4","16.1","16.5","6.1","5.7","1.5","0.5","6.6","0.2",".","",".","3.1","0.6",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","24","2.638","16.7","4.2","41.7","8.3","12.5","16.7",".",".",".",".","",".",".",".",".",".","."
"Junior","","171","3.111","26.3","15.2","35.7","11.7","8.8","2.3",".",".",".",".","",".",".",".",".",".","."
"Senior","","728","3.326","46.0","19.8","17.4","7.0","6.9","1.4","0.8","0.1",".",".","",".",".","0.5",".",".","."
"Undergraduates","","923","3.266","41.6","18.5","21.5","7.9","7.4","2.0","0.7","0.1",".",".","",".",".","0.4",".",".","."
"Special","","25","2.815","24.0","4.0","16.0","16.0","20.0","4.0",".","12.0",".",".","",".",".",".",".","4.0","."
"Graduate","","334","3.843","46.1","10.5","3.0","0.3",".",".",".","24.3","0.6",".","",".","12.0","1.2",".","2.1","."
"","Dept. Total","1282","3.347","42.4","16.1","16.5","6.1","5.7","1.5","0.5","6.6","0.2",".","",".","3.1","0.6",".","0.6","."
