"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"","991
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","14","",".",".",".",".",".",".",".","57.1","7.1",".",".","35.7",".",".",".","."
"GERMAN
424","Dept. Total","821","3.609","56.5","19.2","13.2","3.0","2.2","1.0","0.5","3.0","0.1","0.2",".","0.7","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.450","38.5","26.2","24.6","7.7","3.1",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","218","3.650","61.9","16.5","14.2","4.1","1.8","0.9",".",".",".",".",".",".","0.5",".",".","."
"Junior","","190","3.587","55.3","23.2","15.3","2.1","3.2","0.5","0.5",".",".",".",".",".",".",".",".","."
"Senior","","212","3.518","53.8","24.1","11.8","3.3","2.8","2.4","1.4","0.5",".",".",".",".",".",".",".","."
"Undergraduates","","685","3.572","55.3","21.6","14.7","3.6","2.6","1.2","0.6","0.1",".",".",".",".","0.1",".",".","."
"Special","","19","3.694","31.6","10.5","10.5",".",".",".",".","47.4",".",".",".",".",".",".",".","."
"Graduate","","115","3.892","67.0","7.0","4.3",".",".",".",".","13.0","0.9","1.7",".","5.2","0.9",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","821","3.609","56.5","19.2","13.2","3.0","2.2","1.0","0.5","3.0","0.1","0.2",".","0.7","0.2",".",".","."
