"AMN","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Intro Naval Lab II","176
001","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation","202
001","13","3.042","30.8",".","30.8","23.1",".","7.7",".","7.7",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","301
001","15","3.533","40.0","40.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Naval Weapons","302
001","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphibious Campaigns","350
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","107","3.619","57.0","25.2","12.1","2.8","0.9","0.9",".","0.9",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.325","40.0","30.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","30","3.724","53.3","36.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","21","3.439","57.1","23.8","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".",".","."
"Senior","","51","3.694","60.8","21.6","13.7","2.0",".",".",".","2.0",".",".",".",".",".",".",".","."
"Undergraduates","","112","3.619","56.3","26.8","11.6","2.7","0.9","0.9",".","0.9",".",".",".",".",".",".",".","."
"","Dept. Total","112","3.619","56.3","26.8","11.6","2.7","0.9","0.9",".","0.9",".",".",".",".",".",".",".","."
