"COMMUNICATION ARTS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Topics-Rhetoric&Pub Address","Course Total","","30","3.707","53.3","33.3","6.7","3.3",".",".",".","3.3",".",".",".",".",".",".",".","."
"613
Special Topics in Film","002","","21","3.476","28.6","38.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"614","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Exper in Communicatn","Course Total","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"615","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Secnd Fld Exp-Communication","Course Total","","2","***","","","","","","","","","","","","","","","",""
"616
Mass Media and Youth","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"659
Adv Motion Pic Prod Wkshp","001","","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Contemporary Film Theory","001","","14","3.571","57.1","14.3","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"760
Advances-Communicatn Theories","001","","9","3.500","77.8",".",".",".",".",".","11.1",".",".",".",".",".","11.1",".",".","."
"799","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"902
Film Colloquium","001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"903
Media&Cultural Studies Colloq","001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"904
Communicatn Science Colloq","001","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 188 of 409",""
