"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","860","3.307","30.8","28.6","24.0","7.1","4.4","1.5","1.5","1.0","",".",".","",".","",".","0.3","0.1","0.3","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.195","18.3","30.0","41.7","3.3",".","1.7","3.3",".","",".",".","",".","",".","1.7",".",".","."
"Sophomore","","185","3.338","20.5","41.1","26.5","4.9","5.4","0.5",".",".","",".",".","",".","",".","0.5",".",".","0.5"
"Junior","","213","3.368","32.4","26.3","26.8","8.9","4.2",".","0.5",".","",".",".","",".","",".","0.5",".","0.5","."
"Senior","","380","3.257","36.3","23.7","19.7","8.2","4.7","2.9","2.6","1.6","",".",".","",".","",".",".","0.3",".","."
"Undergraduates","","838","3.299","30.5","28.6","24.6","7.3","4.4","1.6","1.6","0.7","",".",".","",".","",".","0.4","0.1","0.1","0.1"
"Special","","22","3.694","40.9","27.3",".",".","4.5",".",".","13.6","",".",".","",".","",".",".",".","9.1","4.5"
"","Dept. Total","860","3.307","30.8","28.6","24.0","7.1","4.4","1.5","1.5","1.0","",".",".","",".","",".","0.3","0.1","0.3","0.2"
