"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"","999
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","10","3.929","60.0","10.0",".",".",".",".",".","30.0","",".",".","",".",".",".",".",".","."
"ED POL
310","Dept. Total","456","3.723","59.4","21.7","7.9","1.8","0.7","0.7","0.2","5.7","",".",".","",".","0.7","0.9","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","33","3.424","36.4","36.4","15.2","6.1","3.0","3.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","116","3.586","50.0","29.3","16.4","1.7","0.9","0.9","0.9",".","",".",".","",".",".",".",".",".","."
"Senior","","152","3.741","65.8","22.4","7.2","2.6","0.7","0.7",".",".","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","304","3.645","56.3","26.6","11.8","2.6","1.0","1.0","0.3",".","",".",".","",".",".","0.3",".",".","."
"Special","","8","3.786","50.0","37.5",".",".",".",".",".","12.5","",".",".","",".",".",".",".",".","."
"Graduate","","144","3.932","66.7","10.4",".",".",".",".",".","17.4","",".",".","",".","2.1","2.1","0.7","0.7","."
"","Dept. Total","456","3.723","59.4","21.7","7.9","1.8","0.7","0.7","0.2","5.7","",".",".","",".","0.7","0.9","0.2","0.2","."
