"PHARMACY PRACTICE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Study","999
028","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"PHM PRAC
728","Dept. Total","1370","3.680","63.9","15.5","11.1","3.4","1.1","0.2","0.1","3.1","0.1","1.3","",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","2.778","22.2","22.2","11.1","22.2",".","22.2",".",".",".",".","",".","",".",".",".",".","."
"Junior","","7","3.750","42.9","42.9",".",".",".",".",".",".",".",".","",".","",".",".",".","14.3","."
"Senior","","24","3.152","33.3",".","41.7","12.5","4.2","4.2",".",".","4.2",".","",".","",".",".",".",".","."
"Undergraduates","","40","3.158","32.5","12.5","27.5","12.5","2.5","7.5",".",".","2.5",".","",".","",".",".",".","2.5","."
"Special","","1","",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","100.0","."
"Graduate","","19","3.911","78.9","21.1",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","146","3.912","85.6","6.2","1.4","0.7",".",".",".",".",".","5.5","",".","",".","0.7",".",".","."
"Prof Yr 2","","475","3.564","54.9","18.7","13.9","3.8","1.7",".",".","6.9",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","295","3.522","60.3","15.9","13.9","4.4","1.4",".","0.3","1.7",".","2.0","",".","",".",".",".",".","."
"Prof Yr 4","","394","3.786","72.1","14.7","8.1","2.5","0.5",".",".","1.0",".","1.0","",".","",".",".",".",".","."
"Professionals","","1310","3.688","64.7","15.5","10.8","3.2","1.1",".","0.1","3.2",".","1.4","",".","",".","0.1",".",".","."
"","Dept. Total","1370","3.680","63.9","15.5","11.1","3.4","1.1","0.2","0.1","3.1","0.1","1.3","",".","",".","0.1",".","0.1","."
