"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10653","3.379","38.2","24.0","23.1","6.7","5.6","0.8","0.3","0.5","0.0","0.3","0.0","0.0","0.3","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.269","59.4",".","18.8","12.5","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"Sophomore","","812","3.100","26.4","19.1","31.0","10.3","10.1","1.6","0.9",".",".","0.2",".",".","0.2","0.1",".","."
"Junior","","2604","3.217","28.5","23.8","27.0","9.5","9.0","1.1","0.3","0.2","0.0","0.3",".",".","0.2",".",".","."
"Senior","","4399","3.337","33.2","24.6","26.4","7.7","5.9","0.8","0.3","0.5",".","0.3","0.0",".","0.1","0.1","0.0","."
"Undergraduates","","7847","3.274","31.1","23.6","27.0","8.6","7.4","1.0","0.4","0.3","0.0","0.3","0.0",".","0.2","0.1","0.0","."
"Special","","233","3.465","44.6","21.9","17.6","6.9","4.7",".","0.4","1.3",".",".",".",".",".","0.4","2.1","."
"Graduate","","2541","3.718","59.4","25.2","11.8","0.8","0.3","0.0","0.1","1.0",".","0.1",".","0.2","0.8",".","0.2","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","28","3.571","46.4","28.6","14.3","7.1",".",".",".","3.6",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","32","3.579","46.9","28.1","15.6","6.3",".",".",".","3.1",".",".",".",".",".",".",".","."
"","College Total","10653","3.379","38.2","24.0","23.1","6.7","5.6","0.8","0.3","0.5","0.0","0.3","0.0","0.0","0.3","0.0","0.1","."
