"ENGR PROFESSIONAL DEVELO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","",""
"Technical Info Resources","151
001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
001","19","3.526","26.3","52.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
155","14","2.750","14.3","14.3","42.9","7.1","7.1","7.1","7.1",".",".",".",".",".",".",".",".","."
"","155
003","20","2.975","15.0","55.0","15.0",".",".",".","15.0",".",".",".",".",".",".",".",".","."
"","155
004","13","3.000","15.4","15.4","38.5","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"","155
005","18","3.639","44.4","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
006","17","3.176","11.8","41.2","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","155
007","20","3.475","50.0","25.0","20.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","155
008","14","3.643","50.0","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","155
010","17","3.412","29.4","47.1","17.6",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","155
011","17","3.118","5.9","23.5","64.7",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","155
013","14","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
014","15","3.467","46.7","40.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","155
015","15","3.200","20.0","20.0","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","155
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Communication","Course Total","218","3.326","29.4","35.8","24.8","3.7","2.8","0.9","2.8",".",".",".",".",".",".",".",".","."
"Teams & Engr Profession","265
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
001","18","3.556","22.2","66.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
002","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
003","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
004","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
005","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
006","14","3.643","78.6","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","275
007","13","3.500","30.8","38.5","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Presentations","Course Total","103","3.665","52.4","34.0","12.6",".",".",".","1.0",".",".",".",".",".",".",".",".","."
"","001
375","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Tech Japanese II","Course Total","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bus Japanese Communication","377
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","397
001","22","3.250","22.7","36.4","18.2","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"","397
002","22","3.091","9.1","18.2","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","397
003","22","3.091","22.7","27.3","31.8",".","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","397
004","20","3.025","20.0","5.0","55.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","397
005","24","3.500","41.7","29.2","20.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","397
006","23","3.326","21.7","26.1","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","397
007","20","3.375","20.0","55.0","5.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","397
008","21","3.190","19.0","28.6","47.6",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","397
009","19","3.289","10.5","42.1","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","397
010","9","3.333","55.6","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","397
011","21","3.214","19.0","23.8","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".","."
"","397
012","21","3.025",".","33.3","38.1","19.0","4.8",".",".",".",".",".",".",".",".",".","4.8","."
"","013
397","18","3.194","22.2","33.3","22.2","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","397
014","22","3.682","50.0","36.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
397","15","3.333","33.3","26.7","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".","."
"","397
016","21","3.286","9.5","42.9","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","Page 127 of 409",""
