"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","177","3.702","62.7","19.8","5.6","2.8","1.7","",".","0.6","6.2","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.500","45.5","36.4",".","9.1","9.1","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","41","3.540","51.2","22.0","14.6","4.9","4.9","",".",".",".","",".",".","",".","",".","2.4",".",".","."
"Junior","","43","3.774","69.8","20.9","7.0","2.3",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","53","3.735","67.9","22.6","1.9","1.9",".","",".","1.9","3.8","",".",".","",".","",".",".",".",".","."
"Undergraduates","","148","3.673","62.2","23.0","6.8","3.4","2.0","",".","0.7","1.4","",".",".","",".","",".","0.7",".",".","."
"Special","","5","3.667","40.0","20.0",".",".",".","",".",".","40.0","",".",".","",".","",".",".",".",".","."
"Graduate","","24","4.000","70.8",".",".",".",".","",".",".","29.2","",".",".","",".","",".",".",".",".","."
"","Dept. Total","177","3.702","62.7","19.8","5.6","2.8","1.7","",".","0.6","6.2","",".",".","",".","",".","0.6",".",".","."
