"ALS","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCI
908","Dept. Total","230","3.552","48.7","11.7","14.8","2.6","3.5","0.4","0.4","12.2","0.4",".","",".","4.8","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.500","77.8",".",".","11.1","11.1",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","17","3.352","58.8",".","23.5","5.9","11.8",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","40","3.604","65.0","15.0","15.0",".","2.5",".","2.5",".",".",".","",".",".","",".",".",".","."
"Senior","","72","3.479","51.4","16.7","18.1","5.6","5.6","1.4",".","1.4",".",".","",".",".","",".",".",".","."
"Undergraduates","","138","3.500","58.0","13.0","16.7","4.3","5.8","0.7","0.7","0.7",".",".","",".",".","",".",".",".","."
"Special","","7","3.500","14.3",".","14.3",".",".",".",".","57.1",".",".","",".",".","",".","14.3",".","."
"Graduate","","85","3.700","36.5","10.6","11.8",".",".",".",".","27.1","1.2",".","",".","12.9","",".",".",".","."
"","Dept. Total","230","3.552","48.7","11.7","14.8","2.6","3.5","0.4","0.4","12.2","0.4",".","",".","4.8","",".","0.4",".","."
