"ENTOMOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","",""
"201
Insects and Human Culture","001","","128","3.594","46.1","38.3","7.8","5.5","1.6","0.8",".",".",".",".",".",".",".",".",".","."
"299","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","3.952","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"302
Introduction to Entomology","001","","31","3.150","32.3","16.1","22.6","12.9","6.5","6.5",".","3.2",".",".",".",".",".",".",".","."
"351
Principles-Econ Entomology","001","","47","2.904","17.0","23.4","21.3","12.8","19.1","6.4",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","002","","13","3.308","23.1","38.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"473
Plant-Insect Interactions","001","","27","3.519","44.4","18.5","33.3","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"505
Plant-Microbe Interactions","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"601
Smr:Meth-Sci Oral Presentn","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"606
Colloquium in Env Tox","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","15","3.611","86.7",".","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"701
Advanced Taxonomy","001","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"799
Pract-Entomology Teaching","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","002","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","18","3.778","72.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Research & Thesis","Course Total","","21","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
