"","990
027","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
079","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","396","3.350","39.4","19.9","24.2","4.3","8.3","0.8","0.3","1.5","",".",".","",".","0.3","0.8",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","23","2.915","17.4","4.3","52.2","8.7","17.4",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","84","3.094","26.2","20.2","27.4","8.3","15.5","1.2",".",".","",".",".","",".",".","1.2",".",".","."
"Senior","","194","3.324","39.2","19.1","27.8","3.6","7.7","1.0","0.5","0.5","",".",".","",".",".",".",".","0.5","."
"Undergraduates","","302","3.228","33.8","18.2","29.8","5.3","10.6","1.0","0.3","0.3","",".",".","",".",".","0.3",".","0.3","."
"Special","","4","2.750",".","25.0","25.0","25.0","25.0",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","90","3.799","60.0","25.6","5.6",".",".",".",".","5.6","",".",".","",".","1.1","2.2",".",".","."
"","Dept. Total","396","3.350","39.4","19.9","24.2","4.3","8.3","0.8","0.3","1.5","",".",".","",".","0.3","0.8",".","0.3","."
